Kilometers_Driven,Fuel_Type,Transmission,Engine CC,Power,Seats,Mileage Km/L,Price
80000,Petrol,Automatic,2362,164.7,5,12.1,3.43
32717,Petrol,Manual,1199,79.4,5,18.6,2.55
25000,Diesel,Automatic,2982,168.5,7,12.55,32
79000,Diesel,Manual,1498,89.84,5,22.7,6.25
86000,Diesel,Manual,1248,75,5,17.8,3.6
137000,Diesel,Automatic,2987,282,5,13.5,18.5
25000,Petrol,Manual,1497,117.3,7,17.3,4.25
8500,Petrol,Manual,1197,82,5,18.9,4.8
34000,Diesel,Automatic,2179,140,7,16,13
41629,Petrol,Manual,1598,105,5,14.83,2.25
80227,Petrol,Manual,1086,62.1,5,17.92,2.3
8587,Petrol,Manual,1591,121.3,5,15.29,13.56
30000,Diesel,Manual,1997,120,7,15.4,12.25
64186,Diesel,Manual,1598,103.5,5,20.5,3.76
76427,Diesel,Manual,1461,108.45,5,19.01,8.58
75000,Diesel,Automatic,2993,245,5,11.7,27.5
27075,Petrol,Manual,1496,88.73,5,17.6,4.95
30000,Petrol,Manual,998,67.04,5,22.5,3.3
69434,Petrol,Manual,1591,121.3,5,15.8,8
56000,Petrol,Manual,998,67.04,5,23.1,2.79
49275,Diesel,Automatic,2179,187.7,5,12.7,45.64
8700,Petrol,Manual,1199,76.8,5,18.6,2.55
18000,Petrol,Manual,624,37.5,4,25.4,1
41041,Diesel,Automatic,1968,174.33,5,17.68,37.56
80464,Diesel,Automatic,2987,198.5,5,11,9.29
20667,Petrol,Manual,1197,81.8,5,22,6.37
60283,Petrol,Manual,1368,112,5,14.6,2.98
31696,Petrol,Manual,1197,81.8,5,20.4,5.75
100000,Diesel,Manual,2982,171,7,11.5,13
13361,Petrol,Manual,1373,93.7,7,16.02,6.8
48394,Petrol,Automatic,1995,154,5,12.05,10.49
47399,Petrol,Manual,1373,93.7,7,16.02,5.6
69000,Petrol,Automatic,1497,118,5,16.8,2.85
65278,Diesel,Manual,2199,194.3,7,14.66,8.36
108000,Diesel,Manual,1405,70,5,17,1
50645,Petrol,Automatic,2497,204,5,10.93,10.75
130002,Diesel,Manual,1248,73.9,5,19.3,3.85
107000,Diesel,Manual,1399,67,5,17.8,3
41950,Petrol,Automatic,1497,117.3,5,18,9.6
109000,Diesel,Manual,2982,168.5,7,13,13.25
9000,Petrol,Manual,1198,86.7,5,18,5.75
43900,Diesel,Manual,1396,88.73,5,22.54,6.75
64000,Diesel,Manual,1248,73.8,7,18.2,4.85
13190,Petrol,Automatic,1950,181.43,5,0,38.99
77652,Petrol,Automatic,1586,103.2,5,12.6,2.85
55000,Diesel,Manual,2494,100,7,12.99,9.51
59900,Diesel,Automatic,1995,177,5,18.48,18.5
73539,Diesel,Manual,1461,108.45,5,19.01,6.75
31645,Diesel,Automatic,1995,190,5,20.68,29.4
69690,Petrol,Manual,1497,78,5,17.7,3.29
41000,Diesel,Manual,1248,88.5,5,28.09,9.5
109200,Petrol,Manual,1298,85.8,5,17.5,2.2
80000,Diesel,Manual,2179,140,7,15.1,6.5
51000,Petrol,Manual,1799,130,5,13.5,4.9
105000,Diesel,Manual,1248,88.5,7,25.47,6.75
179000,Diesel,Manual,1364,67.04,5,23.59,3.8
12100,Petrol,Automatic,1984,207.8,2,9.9,29.5
31000,Diesel,Manual,1498,108.4,5,21.13,10.5
50000,Diesel,Manual,1498,88.8,5,20.14,6.2
48000,Diesel,Automatic,1896,105,5,17,5
35000,Diesel,Manual,1461,65,5,19.2,2.3
100200,Diesel,Automatic,2755,171.5,7,11.36,17
47000,Diesel,Automatic,1995,184,5,18.88,25.5
63642,Diesel,Manual,1498,98.6,5,27.3,5.65
62550,Diesel,Manual,1498,98.6,5,25.8,5.6
37340,Diesel,Automatic,2179,187.7,5,16.36,29.98
38461,Diesel,Manual,1248,74,5,26.59,7.39
29000,Diesel,Manual,1956,170,5,17.1,19
31000,Petrol,Manual,1794,132,5,12.5,5
42086,Petrol,Manual,1497,118,5,17,3.35
49000,Petrol,Manual,1197,85.8,5,18.6,4.45
77240,Diesel,Automatic,1582,126.32,5,22.32,8.31
105000,Diesel,Manual,2523,62.1,7,15.96,6
35000,Diesel,Manual,1248,74,5,22.9,5.25
83072,Petrol,Manual,1086,74,5,17,1.4
202082,Diesel,Automatic,1968,174.33,5,17.68,12.3
129000,Petrol,Manual,1299,70,5,13.8,1.5
33558,Diesel,Manual,1498,88,5,20.14,8.12
60271,Diesel,Manual,2523,63,7,13.6,6.12
45366,Diesel,Manual,1498,98.6,5,25.1,10.88
9500,Petrol,Manual,1199,82.5,5,18.2,3.5
42362,Petrol,Manual,1197,81.83,5,18.6,6.15
21000,Diesel,Automatic,1995,184,5,17.05,33
15200,Diesel,Automatic,1995,177,5,15.06,13.5
43690,Diesel,Automatic,2982,168.5,7,12.55,17.11
79926,Diesel,Automatic,4134,335.2,7,11.33,29.77
53073,Diesel,Manual,1248,88.76,7,20.77,5.95
59000,Petrol,Manual,1197,80,5,18.5,5.75
47088,Petrol,Automatic,3498,364.9,5,10.13,19
55000,Diesel,Manual,1461,83.8,5,20.45,4.75
80430,Diesel,Manual,1493,100,7,17.21,3.3
71932,Diesel,Automatic,2982,168.5,7,12.55,16.5
19000,Diesel,Automatic,2993,258,7,15.97,44
81759,Diesel,Manual,1248,73.9,5,19.3,4.39
52010,Diesel,Manual,1248,74,5,25.2,6.2
58953,Petrol,Automatic,1984,177.01,5,13.53,24.22
93000,Diesel,Manual,2835,107.2,6,10.5,5.45
10000,Diesel,Automatic,2179,187.7,5,16.36,44
40674,Diesel,Automatic,2755,171.5,7,11.36,24.82
50000,Diesel,Automatic,1968,141,5,19.3,11.69
1331,Petrol,Automatic,1798,138.03,5,14.28,20
60000,Petrol,Manual,796,35,8,19.7,1.45
10003,Diesel,Automatic,2143,170,5,17.9,48.5
25000,Diesel,Automatic,1498,108.5,5,21.5,9.45
73000,Diesel,Manual,2179,140,7,16,12.5
59962,Diesel,Manual,1461,83.8,5,20.45,6.9
72000,Diesel,Manual,1582,126.32,5,22.32,5.8
20967,Diesel,Automatic,2993,258,5,14.69,44.56
35000,Diesel,Manual,2179,120,7,15.4,8.5
38056,Diesel,Manual,1582,126.2,5,23.9,10.7
94000,Diesel,Automatic,2967,241.4,7,12.07,12
64236,Petrol,Manual,1150,76,5,14.7,2.44
124000,Diesel,Manual,2523,63,7,13.6,1.95
7400,Petrol,Manual,1197,82,5,19.1,4.35
52000,Diesel,Manual,2393,147.8,8,13.68,17.5
68764,Petrol,Manual,814,55.2,5,21.1,2.9
64000,Diesel,Manual,1199,73.9,5,22.07,2.9
21558,Diesel,Manual,1248,88.5,5,24.3,8.9
37500,Diesel,Automatic,1995,184,5,18.88,16.75
14077,Petrol,Manual,814,55.2,5,21.1,3.95
70000,Petrol,Manual,1497,118,5,17,2.1
54316,Petrol,Manual,2354,177.6,5,12.8,4.29
90764,Diesel,Manual,2498,112,8,14,3.85
137000,Diesel,Automatic,1995,170,5,13.2,9
127000,Petrol,Manual,1497,116.3,5,16.8,4.5
51884,Diesel,Manual,2179,140,7,16,12.46
67407,Diesel,Manual,1396,88.76,5,21.27,4.65
107825,Diesel,Manual,2982,168.5,7,13,20.5
82453,Diesel,Manual,2523,63,8,13.6,2.9
30441,Petrol,Manual,1298,85,5,15.9,1.45
70000,Petrol,Manual,1086,74,5,0,0.65
11000,Diesel,Automatic,1496,113.98,5,20.7,29.5
61000,Diesel,Automatic,1968,174.33,5,15.73,25
48454,Petrol,Manual,1197,80,5,17,3.5
37000,Diesel,Manual,2179,154,7,14.1,11.25
32249,Diesel,Manual,1498,98.6,7,21.9,10.79
58000,Diesel,Manual,1968,138.03,5,19.33,5.9
28360,Petrol,Manual,1197,81.86,5,19.1,5.12
7000,Petrol,Manual,1197,81.8,5,20.89,5.7
19658,Diesel,Automatic,1995,190,5,18.12,35.84
92000,Petrol,Manual,1299,70,5,13.8,1.25
25000,Petrol,Manual,1197,78.9,5,20.36,2.65
37882,Diesel,Manual,1582,126.3,5,22.32,9.19
69330,Diesel,Automatic,1995,181,5,16.07,23.5
61000,Petrol,Automatic,1796,185,5,12.3,12.5
35000,Petrol,Manual,1199,79.4,5,18.6,1.5
200000,Petrol,Manual,1086,74,5,0,0.8
82000,Diesel,Manual,1405,74,5,13.5,0.75
72450,Diesel,Manual,2179,140,7,15.1,8.1
36381,Diesel,Manual,1248,88.5,5,28.09,9.75
25559,Diesel,Automatic,2143,201.15,5,19.71,37.93
100000,Petrol,Automatic,1497,78,5,16.4,1.96
94000,Diesel,Automatic,2982,169,7,11.5,20.5
64357,Petrol,Manual,998,67.1,5,24.07,2.75
10501,Petrol,Automatic,1999,237.4,5,9.43,75
47000,Diesel,Manual,1396,90,5,21.9,2.8
18000,Petrol,Automatic,1497,117.3,7,16,9.25
89000,Petrol,Manual,1794,125,5,13.4,3
49964,Diesel,Automatic,1968,174.33,5,17.68,23.89
35000,Diesel,Manual,2494,100.6,7,12.99,12.75
64000,Diesel,Manual,1120,70,5,24,4.15
36000,Petrol,Automatic,1598,105,5,14.8,4.65
78600,Diesel,Manual,2494,102,7,12.8,8.9
170000,Diesel,Manual,1493,110,5,16.8,1.5
65000,Diesel,Manual,1248,73.94,5,23.2,3.27
120300,Diesel,Automatic,2967,241.4,7,12.07,18
21000,Petrol,Manual,1197,81.83,5,18.6,6.3
18108,Diesel,Manual,1248,88.5,5,24.3,11.31
58407,Petrol,Manual,1497,117.3,5,17.4,6.16
49500,Petrol,Manual,1373,91.1,5,20.73,6
37199,Petrol,Automatic,1498,99.6,5,17.5,5.43
62000,Diesel,Manual,1199,73.9,5,22.07,4.65
59000,Diesel,Manual,1248,88.8,7,20.77,7.5
60000,Diesel,Manual,1248,74,5,26.59,6.25
39037,Diesel,Automatic,2143,170,5,14.84,9.25
17003,Petrol,Manual,1198,86.8,5,19.4,3.15
80400,Petrol,Manual,1086,66.7,5,16,2.3
75200,Diesel,Manual,1582,126.32,5,22.32,5.25
41217,Diesel,Manual,1248,88.5,5,28.09,7.4
98293,Petrol,Manual,1299,70,5,13.8,1.55
54000,Petrol,Manual,1199,74,5,16.2,6
17377,Petrol,Manual,1199,88.7,5,18.7,5.9
33800,Diesel,Manual,1498,98.6,5,25.8,4.7
86157,Diesel,Manual,1396,88.73,5,22.54,6.5
146824,Diesel,Manual,1248,73.9,5,21.1,3.55
55000,Petrol,Manual,1497,116.3,5,16.8,7.1
53293,Petrol,Manual,1798,160,5,13.14,6
38000,Diesel,Manual,1248,88.5,5,24.3,7.99
64000,Petrol,Manual,1197,80,5,17,4.1
25058,Petrol,Automatic,998,67.1,5,24.07,3.95
36700,Petrol,Manual,814,55.2,5,21.1,4.38
35000,Petrol,Manual,1197,78.9,5,20.36,2.75
22732,Petrol,Automatic,3498,306,2,18.1,55.54
48000,Diesel,Automatic,1968,187.74,5,18.53,29
62084,Diesel,Manual,1498,98.59,5,22.77,6.6
39273,Diesel,Automatic,1968,140,5,14.3,6.99
64798,Diesel,Manual,2393,147.8,7,13.68,18.75
100002,Diesel,Manual,1399,68,5,20,1.28
78000,Petrol,Manual,1399,92.7,5,14.49,1.2
57717,Petrol,Manual,1197,85.8,5,18.5,4.31
109000,Diesel,Automatic,2179,147.51,5,12.39,16.5
74515,Petrol,Manual,1197,82,5,18.9,5.64
50484,Diesel,Automatic,3198,197.2,7,10.91,31.12
13452,Diesel,Automatic,1968,167.6,5,12.8,25.46
37688,Petrol,Manual,1591,121.3,5,17.01,7.88
34000,Diesel,Automatic,2143,204,5,13,36
120000,Diesel,Automatic,2987,165,5,0,30
64000,Petrol,Manual,1298,85.8,5,17.5,2.85
100000,Petrol,Manual,1343,90,5,13,3.5
75000,Diesel,Manual,1461,83.8,5,20.46,7.5
86000,Diesel,Automatic,2143,170,5,14.84,19
69000,Diesel,Automatic,2993,258,5,15.97,54
41721,Petrol,Manual,1197,82,5,19.1,4.7
13000,Petrol,Automatic,1197,81.8,5,22,8.5
38998,Diesel,Automatic,1995,181,4,16.07,17
54250,Petrol,Manual,796,47.3,5,22.74,3.51
45979,Diesel,Automatic,1968,174.33,5,17.11,19.5
37000,Petrol,Automatic,1598,181,4,13.6,17
46983,Diesel,Automatic,2967,241.4,7,12.07,43.35
40700,Diesel,Manual,936,57.6,5,25.44,2.65
43828,Petrol,Manual,998,67.04,5,20.51,3.52
53000,Diesel,Manual,1461,108.5,5,19.01,6.25
100000,Diesel,Automatic,1995,184,5,18.88,24.75
19000,Petrol,Manual,1197,83.14,5,20.85,5.25
84000,Diesel,Manual,1968,108.5,5,17.72,11
37630,Petrol,Automatic,1499,110.4,5,15.63,9.1
67714,Petrol,Manual,1197,80,5,18.5,3.25
32000,Diesel,Manual,1248,88.5,5,15,8.5
51000,Petrol,Manual,1599,103.2,5,16.2,3.1
58390,Diesel,Automatic,1995,184,5,18.88,19.86
14000,Diesel,Manual,1186,73.97,5,24,4.9
55818,Petrol,Manual,1497,117.3,5,17.4,5.7
52241,Diesel,Manual,1248,74,5,25.2,2.9
25433,Diesel,Manual,1248,74,5,27.39,7.83
40611,Diesel,Manual,2179,138.1,7,14,8.15
72000,Petrol,Manual,1495,94,5,13.2,2
54631,Diesel,Manual,1248,74,5,25.2,6.25
60000,Diesel,Manual,1248,74,5,17.8,3.4
24941,Petrol,Automatic,624,37.48,4,21.9,3.19
63939,Diesel,Manual,1248,88.5,7,25.47,7.75
35214,Petrol,Automatic,998,67.04,5,23.1,3.2
63000,Diesel,Manual,1248,74,5,25.2,4.9
121377,Petrol,Manual,1598,103.6,5,15.04,3.8
100970,Diesel,Automatic,1896,105,5,15.5,4
60000,Diesel,Automatic,1496,113.98,5,20.7,23.5
77650,Diesel,Manual,1396,53.5,5,17.2,1.15
71297,Petrol,Manual,1086,74,5,17,2.2
18955,Petrol,Automatic,1497,117.3,5,18,10.65
47877,Diesel,Automatic,2179,187.7,5,16.36,35.68
43368,Diesel,Automatic,2143,204,5,15,31.94
73000,Diesel,Manual,1991,147.9,5,18.3,4.2
72007,Diesel,Manual,2179,140,7,15.1,9.9
56778,Petrol,Automatic,1796,186,5,11.74,15.46
20024,Petrol,Manual,1199,88.7,5,18.2,8.46
42103,Petrol,Manual,1496,88.73,5,16.78,3.25
67147,Petrol,Manual,796,46.3,5,19.7,2.6
37806,Petrol,Manual,1197,81.8,5,20.4,5.2
85000,Petrol,Manual,998,66.1,5,19,1.8
35000,Petrol,Manual,624,37.48,4,25.4,1.6
72035,Diesel,Manual,1498,99,5,25.5,2.5
48500,Petrol,Manual,1368,90,5,16,2.5
28854,Petrol,Manual,1196,86.8,5,18.16,6.7
92450,Petrol,Manual,1590,94,5,15.4,1.2
14351,Diesel,Automatic,1995,184,5,18.88,35.55
51087,Diesel,Manual,1998,163.7,5,17.9,7.75
50000,Diesel,Manual,2609,116.6,8,12.7,1.94
73000,Diesel,Manual,1396,69,5,25,2.2
60000,Diesel,Automatic,1991,147.9,4,18.1,3.8
50000,Diesel,Manual,2494,102,8,12.8,15.65
36797,Diesel,Automatic,2143,167.62,5,19.27,39.47
50000,Petrol,Manual,1197,85.8,5,18.5,1.5
94000,Diesel,Manual,2494,102,8,12.8,8.85
74000,Diesel,Manual,2982,168.5,7,12.55,17.9
41016,Petrol,Automatic,1197,78.9,5,16.95,5.08
67000,Diesel,Manual,1582,126.32,5,22.32,6.25
76927,Diesel,Automatic,1968,174.33,5,15.73,22.75
17088,Petrol,Manual,1199,79.4,5,18.6,1.46
112808,Diesel,Manual,1399,68,5,17.8,2.05
74980,Diesel,Manual,1399,68,5,20,4.08
44600,Petrol,Automatic,998,67.04,5,23.1,4.55
37000,Diesel,Automatic,2143,107.3,5,20,14
21000,Petrol,Manual,1591,121.3,5,15.8,10.9
81245,Petrol,Manual,998,67.1,5,18.9,2.45
70000,Diesel,Automatic,2148,170,5,10,15.8
4018,Petrol,Manual,1499,110.4,5,18.88,8.25
70000,Diesel,Automatic,1995,148,5,13.73,8.5
56532,Diesel,Manual,2179,140,7,16,15.54
26875,Petrol,Manual,796,34.2,8,16.8,2.35
72599,Petrol,Manual,998,67.04,5,22.5,4.32
205000,Diesel,Manual,2499,141,7,13.1,3.9
98000,Diesel,Manual,1582,126.32,5,22.32,5.2
19500,Petrol,Manual,1197,81.83,5,18.6,5.85
68000,Petrol,Manual,1373,93.7,7,16.02,6.25
19654,Diesel,Automatic,2179,155,7,14,17.63
26000,Diesel,Manual,1248,88.5,5,23.65,9.75
10000,Petrol,Automatic,3498,306,2,18.1,55
75020,Diesel,Manual,1199,73.9,5,22.07,4.1
157000,Diesel,Manual,2982,168.5,7,12.55,11.99
43773,Diesel,Manual,2179,140,7,16,13.54
21000,Diesel,Automatic,2143,201.15,5,17.9,56
23280,Petrol,Manual,1199,88.7,5,18.7,6.5
88000,Diesel,Manual,1248,74,5,23.4,4.75
67000,Petrol,Manual,1591,121.3,5,17.01,5.6
59636,Diesel,Automatic,3198,197,7,10.91,29.2
11000,Petrol,Manual,1197,81.83,5,18.6,6.35
60669,Petrol,Manual,1497,116.3,5,16.8,4.95
12000,Diesel,Manual,1498,98.6,5,27.4,8.5
35000,Petrol,Manual,1591,121.3,5,17.1,4.5
65000,Diesel,Manual,1498,98.6,7,24.2,5.5
39929,Diesel,Manual,1248,88.8,7,20.77,6.56
49000,Petrol,Manual,998,67.1,5,24.07,2.3
77757,Diesel,Manual,2446,75,10,13.1,3.5
21456,Petrol,Manual,1197,78.9,5,20.36,4.55
74000,Diesel,Automatic,1896,105,5,17,7.75
37000,Petrol,Manual,1197,81.83,5,18.6,5.25
108640,Diesel,Automatic,2993,235,5,11.5,23.29
38000,Diesel,Automatic,1995,190,5,22.69,23.99
80000,Petrol,Manual,1399,92.7,5,14.49,1.79
47000,Diesel,Automatic,2143,203,5,14.21,13.9
31000,Diesel,Automatic,1968,174.33,5,17.68,18.95
40000,Petrol,Manual,998,67.04,5,20.51,2.49
4152,Petrol,Manual,799,53.3,5,25.17,3.15
51000,Diesel,Manual,1498,108.62,5,21.66,6.45
55000,Diesel,Manual,1199,73.9,5,22.07,4.25
58500,Petrol,Manual,796,47.3,5,22.74,2.75
58620,Petrol,Manual,1197,81.83,5,18.6,7.14
29605,Petrol,Manual,1197,74,5,18.3,2.44
71172,Petrol,Manual,1197,80,5,17,3.5
12000,Diesel,Manual,1396,88.73,5,22.54,7.3
25000,Petrol,Manual,998,67.04,5,20.51,2.75
43000,Diesel,Manual,1396,88.73,5,22.54,8.2
57022,Petrol,Automatic,1197,103.6,5,17.21,6.51
92000,Diesel,Manual,1399,68.05,5,20,4.25
33372,Petrol,Manual,1197,85.8,5,18.6,6.21
52625,Diesel,Manual,1120,70,5,24,4.58
215000,Diesel,Manual,2179,118.3,7,14.02,7.5
65537,CNG,Manual,796,38.4,5,26.83,2.1
60138,Petrol,Manual,1086,68.05,5,19.81,4.09
84000,Diesel,Automatic,1968,141,5,19.3,10.75
47000,Diesel,Automatic,2993,258,7,15.97,41.5
33450,Petrol,Automatic,998,67.04,5,23.1,4.4
125000,Diesel,Manual,1598,103.6,5,20.54,6.25
99606,Diesel,Automatic,1995,181,5,16.07,10.5
64000,Diesel,Manual,1248,88.8,7,20.77,7.25
51000,Diesel,Manual,1399,68.05,5,20,3.2
57000,Petrol,Manual,1198,74,5,16.47,3.95
48040,Diesel,Automatic,2967,241.38,5,16.77,12.07
43200,Diesel,Manual,2393,147.8,7,13.68,18.6
66000,Diesel,Automatic,1582,126.3,5,22.32,5.7
31000,Petrol,Manual,1086,62.1,5,17.92,1.75
46000,Diesel,Automatic,1968,147.51,5,16.55,10.99
47346,Diesel,Automatic,1968,147.51,5,16.55,14.5
100000,Diesel,Manual,1896,105,5,17,3.11
63856,Petrol,Automatic,1997,153.86,5,13.7,13.96
72996,Diesel,Manual,1582,126.32,5,22.32,7.11
23000,Diesel,Manual,1498,98.6,7,24.5,6.9
15985,Petrol,Manual,1197,81.83,5,18.6,7.77
98000,Diesel,Manual,2494,102,8,12.8,5.5
70089,Petrol,Manual,1197,81.83,5,18.6,5.35
99000,Diesel,Manual,2523,63,7,13.6,4.5
72000,Diesel,Manual,1498,103.2,5,20.34,4.75
44194,Diesel,Automatic,2179,187.7,5,16.36,32.8
102000,Petrol,Manual,993,60,5,17.3,0.7
56652,Diesel,Automatic,2987,258,5,13,50.29
41650,Diesel,Manual,2982,171,7,11.5,10.99
61717,Petrol,Automatic,1197,82,5,18.9,5.57
25302,Diesel,Manual,1186,73.97,5,25.4,5.9
47016,Petrol,Manual,1591,121.3,5,15.29,9.43
69000,Petrol,Manual,1197,78.9,5,20.36,2.9
32700,Petrol,Manual,1198,86.8,5,19.4,3.68
101337,Diesel,Automatic,2982,168.5,7,12.55,21.67
59000,Diesel,Automatic,1968,140,5,16.55,12.5
41736,Diesel,Automatic,2755,171.5,7,11.36,19.92
71649,Diesel,Manual,1498,98.6,5,25.1,6.75
80606,Diesel,Manual,1498,98.6,5,25.1,6.96
63262,Petrol,Manual,999,67,5,21.7,3.25
5456,Diesel,Manual,1248,74,5,28.4,8.65
7500,Petrol,Automatic,998,67.04,5,23.1,5
66000,Diesel,Manual,2179,140,7,15.1,5.5
66770,Petrol,Manual,1197,78.9,5,20.36,2.6
58472,Petrol,Manual,1086,68.05,5,19.81,3.41
46687,Petrol,Manual,1197,81.8,5,22,2.7
77000,Petrol,Automatic,1995,163.5,5,9.7,5.5
7000,Petrol,Automatic,1984,226.6,4,14.33,35
48000,Petrol,Automatic,1991,184,5,14.74,9.75
47000,Diesel,Manual,1461,84.8,5,21.64,4.25
51530,Petrol,Manual,998,67.1,5,18.9,3.2
25789,Diesel,Manual,1248,74,5,23.4,6.85
48000,Diesel,Manual,1498,98.6,5,25.8,4.5
52000,Diesel,Manual,1248,74,5,28.4,3.55
95637,CNG,Manual,1495,93.7,5,13.2,1.9
131000,Diesel,Manual,2609,120,7,10.5,3.6
42076,Diesel,Automatic,2143,201.1,5,13,21.8
76000,Diesel,Manual,2982,168.5,7,13,13.5
20487,Petrol,Manual,799,53.64,5,22.7,2.66
43000,Petrol,Manual,1497,116.3,5,16.8,3.75
17000,Petrol,Automatic,2494,158.2,5,19.16,32
60805,Diesel,Manual,1498,98.6,5,26,8.07
58775,Diesel,Manual,1968,138.1,5,19.33,5.64
70181,Diesel,Automatic,1968,174.33,5,17.68,23.99
85827,Diesel,Manual,1248,88.76,7,20.77,7.5
58205,Diesel,Automatic,2143,167.62,5,19.27,27
91000,Diesel,Manual,1248,73.9,5,19.3,2.85
74000,Diesel,Manual,1461,108.45,5,19.01,6.35
79324,Diesel,Manual,1248,73.9,5,21.1,3.3
38623,Petrol,Manual,1197,85.8,5,19.1,5
59923,Diesel,Manual,1248,74,5,22.9,6.46
23360,Petrol,Manual,814,55.2,5,21.1,3.75
61495,Petrol,Manual,993,60,5,17.3,1.52
56661,Petrol,Manual,1196,73,7,15.1,3.61
40318,Diesel,Automatic,1968,174.3,5,14.16,43.74
60000,Diesel,Automatic,1968,174.33,5,15.73,20
103000,Diesel,Automatic,799,74,2,0,3
130000,Diesel,Manual,1248,73.9,5,19.3,3.65
20000,Diesel,Manual,1978,83.1,10,14.07,5.25
76000,Diesel,Automatic,2993,258,7,15.97,58
30000,Petrol,Automatic,1497,117.3,5,18,8.65
150000,Diesel,Manual,1396,69.01,5,25,2.5
28000,Petrol,Automatic,1197,103.6,5,16.93,7.75
74000,Petrol,Manual,998,67.04,5,23.1,4.15
75000,Diesel,Manual,2982,171,7,11.5,10.85
76000,Petrol,Automatic,2360,170,5,11.3,5.53
64889,Diesel,Automatic,1896,105,5,15.5,11.5
10000,Petrol,Manual,3436,74,2,9,40
43000,Diesel,Manual,1582,126.2,5,19.67,9.25
47490,Petrol,Manual,1198,75,5,17.5,2.29
80000,Diesel,Manual,1498,98.59,5,22.77,7
60000,Petrol,Manual,1061,64,5,18.2,1.65
6006,Petrol,Manual,1373,91.1,5,20.73,8.25
71703,Petrol,Automatic,1991,181.03,5,14.74,9.14
33000,Petrol,Manual,1198,86.7,5,17.8,6.5
60000,Diesel,Manual,1364,74,5,23.59,2.95
91000,Diesel,Manual,1461,83.8,5,19.87,5.75
72000,LPG,Manual,998,58.2,5,26.2,2.85
43000,Petrol,Manual,1198,73.9,5,16.47,2.1
63770,Diesel,Manual,1582,126.2,5,19.67,13.55
43510,Diesel,Automatic,2993,270.9,5,14.74,20.5
52000,Diesel,Manual,1956,170,5,16.3,20
31427,Diesel,Automatic,1999,177,5,15.68,59.72
29000,Diesel,Manual,1248,74,5,27.39,6.5
56000,Diesel,Manual,1248,88.5,5,28.09,7.5
76000,Petrol,Manual,1586,104.68,5,15,2.15
53615,Diesel,Manual,1582,126.24,5,22.7,8.44
132000,Diesel,Manual,2477,175.56,7,13.5,12.49
14800,Petrol,Manual,1198,73.75,5,17,5.48
35433,Petrol,Manual,1197,85.8,5,18.5,4.2
82966,Diesel,Manual,1493,110,5,16.8,7.2
96000,Diesel,Manual,1248,74,5,23.4,4.8
39528,Diesel,Manual,1198,77,6,25.32,5.83
92056,Diesel,Manual,2393,147.8,7,13.68,18.39
14930,Petrol,Manual,1197,83.1,5,21.4,5.85
38000,Diesel,Manual,1498,98.6,5,27.3,6.21
71000,Petrol,Manual,1197,80,5,17,3.65
71000,Diesel,Manual,1396,90,5,23,3.7
50000,Diesel,Automatic,2143,167.62,5,19.27,30
48163,Petrol,Manual,1197,82,5,19.1,4.85
19168,Petrol,Automatic,1197,82,5,18.9,6.93
26000,Petrol,Manual,796,47.3,5,22.74,2.6
37400,Petrol,Manual,1199,82.5,5,18.2,1.89
8682,Diesel,Automatic,1950,194,5,0,39.5
95000,Petrol,Automatic,1798,157.75,5,13.7,10
34000,Diesel,Automatic,1968,147.51,5,16.55,9.95
95000,Diesel,Manual,2494,102,8,12.8,9.45
13689,Diesel,Automatic,2143,136,5,17.9,28.25
84000,Petrol,Manual,1086,68.05,5,19.81,1.8
47000,Petrol,Manual,1298,85.8,5,17.5,1.4
60001,Diesel,Automatic,1498,103.52,5,21.66,7.25
96000,Diesel,Manual,1248,73.9,5,21.1,3.6
47300,Petrol,Manual,1599,94,5,14.4,1.2
28246,Petrol,Manual,1198,86.7,5,17.8,4.94
65000,Petrol,Manual,998,67.1,5,18.9,1.25
68000,Diesel,Manual,1199,73.9,5,22.07,4.8
11209,Diesel,Automatic,2198,158,7,12.62,31.15
41980,Petrol,Manual,1197,80,5,17,3.3
65000,Diesel,Manual,936,57.6,5,25.44,2.4
38000,Petrol,Manual,1799,130.2,5,14.8,2
51000,Petrol,Manual,998,67.04,5,20.51,3.1
33855,Petrol,Manual,1598,103.6,5,15,5.09
146000,Petrol,Manual,1590,94,5,15.4,1.05
47037,Diesel,Manual,1498,98.59,5,22.77,7
58000,Petrol,Manual,1495,94,5,13.2,2.5
61240,Diesel,Automatic,1995,190,5,22.48,17.5
91211,Petrol,Manual,998,67.1,5,20.92,2.1
84000,Diesel,Automatic,1968,174.33,5,15.73,17.75
64226,LPG,Manual,1061,57.5,5,17.3,1.45
67000,Petrol,Automatic,1794,125,5,11.3,2.45
106976,Diesel,Automatic,2400,215,5,13.5,13.8
27210,Diesel,Manual,1498,98.6,5,27.3,5.85
26322,Diesel,Manual,1248,88.5,5,28.09,8.9
9107,Petrol,Manual,1197,81.8,5,20.4,5.15
63983,Diesel,Automatic,2143,170,5,19.27,16.56
134000,Petrol,Manual,1061,67,5,18.9,1.65
11000,Petrol,Automatic,1595,120.7,5,15.5,16
93000,Petrol,Manual,1086,62,5,0,1.45
24852,Diesel,Automatic,1248,74,5,26.59,8.08
37632,Petrol,Automatic,1197,82,5,18.9,4.5
55000,Petrol,Manual,1498,97.7,5,16.95,4.3
81448,Petrol,Manual,998,66.1,5,19,2.6
